incident_id,incident_title,incident_date,paused_at,incident_description,loss_usd,chain,source_link,b_safe_layer,b_safe_risk_category,technical_footprint,attacker_type,recovery_status,time_to_discovery_days,impact_score,likelihood_score,detectability_score,composite_risk_score
62,20220312_Paraluni_S,2022-03-12,,...The depositByAddLiquidity function within the MasterChef contract does not check whether the LP token... is consistent... There is also no reentrancy restriction...,1700000,BNB Chain,https://twitter.com/peckshield/status/1502815435498176514,SC,SC-1: Reentrancy,"{""chain"": ""BNB Chain"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""PoS-DPoS"", ""audit_status"": ""Not Audited"", ""key_management"": null, ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [""Reentrancy Guard Absent""], ""vulnerability_source"": ""Smart Contract Bug""}",Blackhat,Funds Lost,,3,3,3,2.4
62,20220312_Paraluni_S,2022-03-12,,...The depositByAddLiquidity function within the MasterChef contract does not check whether the LP token... is consistent... There is also no reentrancy restriction...,1700000,BNB Chain,https://twitter.com/peckshield/status/1502815435498176514,SC,SC-3: Logic Error,"{""chain"": ""BNB Chain"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""PoS-DPoS"", ""audit_status"": ""Not Audited"", ""key_management"": null, ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [""Reentrancy Guard Absent""], ""vulnerability_source"": ""Smart Contract Bug""}",Blackhat,Funds Lost,,3,3,3,2.4
63,20220120_KingfundFinance_S,2022-01-20,,"#RugPull PeckShield has detected that @kingfundFi rugged, more than 300 WBNB!",141000,BNB Chain,https://twitter.com/certikcommunity/status/1483834280744824843,AUX,AUX-3: Rug Pull,"{""chain"": ""BNB Chain"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""PoS-DPoS"", ""audit_status"": ""Not Audited"", ""key_management"": ""Centralized Custody"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [], ""vulnerability_source"": ""Malicious Intent""}",Insider,Funds Lost,,2,5,1,2.9
63,20220120_KingfundFinance_S,2022-01-20,,"#RugPull PeckShield has detected that @kingfundFi rugged, more than 300 WBNB!",141000,BNB Chain,https://web3isgoinggreat.com/?id=kingfund-finance-rug-pulls-for-141000,AUX,AUX-3: Rug Pull,"{""chain"": ""BNB Chain"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""PoS-DPoS"", ""audit_status"": ""Not Audited"", ""key_management"": ""Centralized Custody"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [], ""vulnerability_source"": ""Malicious Intent""}",Insider,Funds Lost,,2,5,1,2.9
64,20210919_pNetwork_CS,2021-09-19,2021-09-19 20:39:00,"Due to a bug in the section of the Rust code in charge of extracting these log events, both the legitimate and the faulty logs were extracted and erroneously processed.",0,BNB Chain,https://medium.com/pnetwork/pnetwork-post-mortem-pbtc-on-bsc-exploit-170890c58d5f,SC,SC-3: Logic Error,"{""chain"": ""BNB Chain"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""PoS-DPoS"", ""audit_status"": ""Audited by Tier-2 Firm"", ""key_management"": ""DAO Governance"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [], ""vulnerability_source"": ""Smart Contract Bug""}",Blackhat,Funds Lost,0,1,3,3,1.4
65,20211102_VesperFinance_S,2021-11-02,2021-11-02 19:06:00,An exploit in the beta Vesper Lend Rari Fuse Pool #23.,3000000,Ethereum,https://twitter.com/vesperfi/status/1476713007526957065,PRO,PRO-2: Oracle Manipulation,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Audited by Tier-1 Firm"", ""key_management"": ""DAO Governance"", ""oracle_dependency"": ""Spot Price from DEX"", ""economic_exploit_vectors"": [""Flash Loan""], ""code_level_defenses"": [], ""vulnerability_source"": ""Economic Design Flaw""}",Blackhat,Partial Recovery,0,3,3,2,2.5
66,20211006_MyFarmPet_S,2021-10-06,,The attacker called getBaseTokenPrice multiple times to manipulate the price oracle.,31422,BNB Chain,https://www.certik.com/resources/blog/5MitXi5L6hexTouIjOkHRH-revisiting-the-my-farm-pet-flashloan,PRO,PRO-2: Oracle Manipulation,"{""chain"": ""BNB Chain"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""PoS-DPoS"", ""audit_status"": ""Audited by CertiK"", ""key_management"": null, ""oracle_dependency"": ""Spot Price from DEX"", ""economic_exploit_vectors"": [""Flash Loan""], ""code_level_defenses"": [], ""vulnerability_source"": ""Economic Design Flaw""}",Blackhat,Funds Lost,,1,3,2,1.5
67,20201228_CoverProtocol_CSR,2020-12-28,2020-12-29 1060656:22:00,This incident was due to a business bug (memory/Storage misuse) in the protocol that mis-calculates the reward amount for staking users.,9400000,Ethereum,https://mudit.blog/cover-protocol-hack-analysis-tokens-minted-exploit/,SC,SC-3: Logic Error,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Audited by Tier-1 Firm"", ""key_management"": ""DAO Governance"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [], ""vulnerability_source"": ""Smart Contract Bug""}",Whitehat,Partial Recovery,44195,3,2,3,2
67,20201228_CoverProtocol_CSR,2020-12-28,2020-12-29 1060656:22:00,This incident was due to a business bug (memory/Storage misuse) in the protocol that mis-calculates the reward amount for staking users.,9400000,Ethereum,https://peckshield.medium.com/cover-incident-the-unlimited-token-minting-vulnerability-f3afd9d2405c,SC,SC-3: Logic Error,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Audited by Tier-1 Firm"", ""key_management"": ""DAO Governance"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [], ""vulnerability_source"": ""Smart Contract Bug""}",Whitehat,Partial Recovery,44195,3,2,3,2
67,20201228_CoverProtocol_CSR,2020-12-28,2020-12-29 1060656:22:00,This incident was due to a business bug (memory/Storage misuse) in the protocol that mis-calculates the reward amount for staking users.,9400000,Ethereum,https://www.rekt.news/cover-rekt/,SC,SC-3: Logic Error,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Audited by Tier-1 Firm"", ""key_management"": ""DAO Governance"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [], ""vulnerability_source"": ""Smart Contract Bug""}",Whitehat,Partial Recovery,44195,3,2,3,2
68,20211027_BXH_S,2021-10-27,2021-10-30 8:35:00,"A hack on Boy X Highspeed (BXH)... was probably the result of a leaked administrator key, and possibly an inside job.",139000000,Ethereum,https://twitter.com/BXH_Blockchain/status/1454366374353010695,AUX,AUX-1: Private Key Compromise,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Audited by CertiK"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [], ""vulnerability_source"": ""Private Key Compromise""}",Insider,Funds Lost,3,5,4,5,3.6
68,20211027_BXH_S,2021-10-27,2021-10-30 8:35:00,"A hack on Boy X Highspeed (BXH)... was probably the result of a leaked administrator key, and possibly an inside job.",139000000,Ethereum,https://twitter.com/peckshield/status/1455095236707774469,AUX,AUX-1: Private Key Compromise,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Audited by CertiK"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [], ""vulnerability_source"": ""Private Key Compromise""}",Insider,Funds Lost,3,5,4,5,3.6
68,20211027_BXH_S,2021-10-27,2021-10-30 8:35:00,"A hack on Boy X Highspeed (BXH)... was probably the result of a leaked administrator key, and possibly an inside job.",139000000,Ethereum,https://www.coindesk.com/tech/2021/11/01/139m-bxh-exchange-hack-was-the-result-of-leaked-admin-key/,AUX,AUX-1: Private Key Compromise,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Audited by CertiK"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [], ""vulnerability_source"": ""Private Key Compromise""}",Insider,Funds Lost,3,5,4,5,3.6
69,20211020_PancakeHunny_CSR,2021-10-20,,"The hack is made possible due to a profit inflation bug, which converts the relatively small amount of harvested $ALPACA to large amount of $TUSD for staking.",1900000,BNB Chain,https://medium.com/hunnyfinance/pancakehunny-incident-report-b5b74557b0ad,PRO,PRO-2: Oracle Manipulation,"{""chain"": ""BNB Chain"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""PoS-DPoS"", ""audit_status"": ""Audited by CertiK"", ""key_management"": null, ""oracle_dependency"": ""Spot Price from DEX"", ""economic_exploit_vectors"": [""Flash Loan""], ""code_level_defenses"": [], ""vulnerability_source"": ""Economic Design Flaw""}",Blackhat,Partial Recovery,,3,3,2,2.5
69,20211020_PancakeHunny_CSR,2021-10-20,,"The hack is made possible due to a profit inflation bug, which converts the relatively small amount of harvested $ALPACA to large amount of $TUSD for staking.",1900000,BNB Chain,https://medium.com/hunnyfinance/pancakehunny-incident-report-b5b74557b0ad,PRO,PRO-5: Token Minting Abuse,"{""chain"": ""BNB Chain"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""PoS-DPoS"", ""audit_status"": ""Audited by CertiK"", ""key_management"": null, ""oracle_dependency"": ""Spot Price from DEX"", ""economic_exploit_vectors"": [""Flash Loan""], ""code_level_defenses"": [], ""vulnerability_source"": ""Economic Design Flaw""}",Blackhat,Partial Recovery,,3,3,2,2.5
69,20211020_PancakeHunny_CSR,2021-10-20,,"The hack is made possible due to a profit inflation bug, which converts the relatively small amount of harvested $ALPACA to large amount of $TUSD for staking.",1900000,BNB Chain,https://twitter.com/peckshield/status/1450801612901937152?lang=en-GB,PRO,PRO-2: Oracle Manipulation,"{""chain"": ""BNB Chain"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""PoS-DPoS"", ""audit_status"": ""Audited by CertiK"", ""key_management"": null, ""oracle_dependency"": ""Spot Price from DEX"", ""economic_exploit_vectors"": [""Flash Loan""], ""code_level_defenses"": [], ""vulnerability_source"": ""Economic Design Flaw""}",Blackhat,Partial Recovery,,3,3,2,2.5
69,20211020_PancakeHunny_CSR,2021-10-20,,"The hack is made possible due to a profit inflation bug, which converts the relatively small amount of harvested $ALPACA to large amount of $TUSD for staking.",1900000,BNB Chain,https://twitter.com/peckshield/status/1450801612901937152?lang=en-GB,PRO,PRO-5: Token Minting Abuse,"{""chain"": ""BNB Chain"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""PoS-DPoS"", ""audit_status"": ""Audited by CertiK"", ""key_management"": null, ""oracle_dependency"": ""Spot Price from DEX"", ""economic_exploit_vectors"": [""Flash Loan""], ""code_level_defenses"": [], ""vulnerability_source"": ""Economic Design Flaw""}",Blackhat,Partial Recovery,,3,3,2,2.5
69,20211020_PancakeHunny_CSR,2021-10-20,,"The hack is made possible due to a profit inflation bug, which converts the relatively small amount of harvested $ALPACA to large amount of $TUSD for staking.",1900000,BNB Chain,https://www.bsc.news/post/pancakehunny-suffers-flash-loan-attack-and-cataclysmic-price-drop,PRO,PRO-2: Oracle Manipulation,"{""chain"": ""BNB Chain"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""PoS-DPoS"", ""audit_status"": ""Audited by CertiK"", ""key_management"": null, ""oracle_dependency"": ""Spot Price from DEX"", ""economic_exploit_vectors"": [""Flash Loan""], ""code_level_defenses"": [], ""vulnerability_source"": ""Economic Design Flaw""}",Blackhat,Partial Recovery,,3,3,2,2.5
69,20211020_PancakeHunny_CSR,2021-10-20,,"The hack is made possible due to a profit inflation bug, which converts the relatively small amount of harvested $ALPACA to large amount of $TUSD for staking.",1900000,BNB Chain,https://www.bsc.news/post/pancakehunny-suffers-flash-loan-attack-and-cataclysmic-price-drop,PRO,PRO-5: Token Minting Abuse,"{""chain"": ""BNB Chain"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""PoS-DPoS"", ""audit_status"": ""Audited by CertiK"", ""key_management"": null, ""oracle_dependency"": ""Spot Price from DEX"", ""economic_exploit_vectors"": [""Flash Loan""], ""code_level_defenses"": [], ""vulnerability_source"": ""Economic Design Flaw""}",Blackhat,Partial Recovery,,3,3,2,2.5
70,20210508_RariCapital_CSR,2021-05-08,2021-05-08 15:19:00,Rari Capital’s Ethereum Pool contract calculates the ibETH/ETH exchange rate by using the ibETH.totalETH()/ibETH.totalSupply() calculation...,10000000,ETH,https://medium.com/rari-capital/5-8-2021-rari-ethereum-pool-post-mortem-60aab6a6f8f9,PRO,PRO-2: Oracle Manipulation,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Audited by Quantstamp"", ""key_management"": ""DAO Governance"", ""oracle_dependency"": ""Internal Calculation"", ""economic_exploit_vectors"": [""Flash Loan""], ""code_level_defenses"": [], ""vulnerability_source"": ""Economic Design Flaw""}",Blackhat,Funds Lost,0,4,3,4,2.8
70,20210508_RariCapital_CSR,2021-05-08,2021-05-08 15:19:00,Rari Capital’s Ethereum Pool contract calculates the ibETH/ETH exchange rate by using the ibETH.totalETH()/ibETH.totalSupply() calculation...,10000000,ETH,https://medium.com/rari-capital/5-8-2021-rari-ethereum-pool-post-mortem-60aab6a6f8f9,SC,SC-4: Unchecked External Call,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Audited by Quantstamp"", ""key_management"": ""DAO Governance"", ""oracle_dependency"": ""Internal Calculation"", ""economic_exploit_vectors"": [""Flash Loan""], ""code_level_defenses"": [""Reentrancy Guard Absent""], ""vulnerability_source"": ""Smart Contract Bug""}",Blackhat,Funds Lost,0,4,3,4,2.8
70,20210508_RariCapital_CSR,2021-05-08,2021-05-08 15:19:00,Rari Capital’s Ethereum Pool contract calculates the ibETH/ETH exchange rate by using the ibETH.totalETH()/ibETH.totalSupply() calculation...,10000000,ETH,https://nipunp.medium.com/5-8-21-rari-capital-exploit-timeline-analysis-8beda31cbc1a,PRO,PRO-2: Oracle Manipulation,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Audited by Quantstamp"", ""key_management"": ""DAO Governance"", ""oracle_dependency"": ""Internal Calculation"", ""economic_exploit_vectors"": [""Flash Loan""], ""code_level_defenses"": [], ""vulnerability_source"": ""Economic Design Flaw""}",Blackhat,Funds Lost,0,4,3,4,2.8
70,20210508_RariCapital_CSR,2021-05-08,2021-05-08 15:19:00,Rari Capital’s Ethereum Pool contract calculates the ibETH/ETH exchange rate by using the ibETH.totalETH()/ibETH.totalSupply() calculation...,10000000,ETH,https://nipunp.medium.com/5-8-21-rari-capital-exploit-timeline-analysis-8beda31cbc1a,SC,SC-4: Unchecked External Call,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Audited by Quantstamp"", ""key_management"": ""DAO Governance"", ""oracle_dependency"": ""Internal Calculation"", ""economic_exploit_vectors"": [""Flash Loan""], ""code_level_defenses"": [""Reentrancy Guard Absent""], ""vulnerability_source"": ""Smart Contract Bug""}",Blackhat,Funds Lost,0,4,3,4,2.8
70,20210508_RariCapital_CSR,2021-05-08,2021-05-08 15:19:00,Rari Capital’s Ethereum Pool contract calculates the ibETH/ETH exchange rate by using the ibETH.totalETH()/ibETH.totalSupply() calculation...,10000000,ETH,https://rekt.news/rari-capital-rekt/,PRO,PRO-2: Oracle Manipulation,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Audited by Quantstamp"", ""key_management"": ""DAO Governance"", ""oracle_dependency"": ""Internal Calculation"", ""economic_exploit_vectors"": [""Flash Loan""], ""code_level_defenses"": [], ""vulnerability_source"": ""Economic Design Flaw""}",Blackhat,Funds Lost,0,4,3,4,2.8
70,20210508_RariCapital_CSR,2021-05-08,2021-05-08 15:19:00,Rari Capital’s Ethereum Pool contract calculates the ibETH/ETH exchange rate by using the ibETH.totalETH()/ibETH.totalSupply() calculation...,10000000,ETH,https://rekt.news/rari-capital-rekt/,SC,SC-4: Unchecked External Call,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Audited by Quantstamp"", ""key_management"": ""DAO Governance"", ""oracle_dependency"": ""Internal Calculation"", ""economic_exploit_vectors"": [""Flash Loan""], ""code_level_defenses"": [""Reentrancy Guard Absent""], ""vulnerability_source"": ""Smart Contract Bug""}",Blackhat,Funds Lost,0,4,3,4,2.8
71,20210408_UraniumFinance_S,2021-04-08,2021-04-08 7:18:00,An exploiter was able to constantly grab the contents of the RADS pool...,50000000,BSC,https://uraniumfinance.medium.com/uranium-post-mortem-v2-compensations-aac4b0706d7d,SC,SC-3: Flawed Logic/Arithmetic,"{""chain"": ""BNB Chain"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""PoS-DPoS"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Spot Price from DEX"", ""economic_exploit_vectors"": [""Liquidity Manipulation""], ""code_level_defenses"": [], ""vulnerability_source"": ""Smart Contract Bug""}",Blackhat,Funds Lost,0,4,4,3,3.3
71,20210408_UraniumFinance_S,2021-04-08,2021-04-08 7:18:00,An exploiter was able to constantly grab the contents of the RADS pool...,50000000,BSC,https://www.shentu.technology/blog/uranium-finance-exploit-technical-analysis,SC,SC-3: Flawed Logic/Arithmetic,"{""chain"": ""BNB Chain"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""PoS-DPoS"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Spot Price from DEX"", ""economic_exploit_vectors"": [""Liquidity Manipulation""], ""code_level_defenses"": [], ""vulnerability_source"": ""Smart Contract Bug""}",Blackhat,Funds Lost,0,4,4,3,3.3
72,20210208_GrowthDefi_CR,2021-02-08,,By forcing the staker contract to accept a liquidity pair containing a fake token...,1300000,ETH,https://growthdefi.medium.com/raave-farming-contract-exploit-explained-f3b6f0b3c1b3,PRO,PRO-5: Token Contract Manipulation,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [], ""vulnerability_source"": ""Economic Design Flaw""}",Blackhat,Funds Lost,,3,4,3,2.8
72,20210208_GrowthDefi_CR,2021-02-08,,By forcing the staker contract to accept a liquidity pair containing a fake token...,1300000,ETH,https://growthdefi.medium.com/raave-farming-contract-exploit-explained-f3b6f0b3c1b3,SC,SC-5: Missing Input Validation,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [], ""vulnerability_source"": ""Smart Contract Bug""}",Blackhat,Funds Lost,,3,4,3,2.8
72,20210208_GrowthDefi_CR,2021-02-08,,By forcing the staker contract to accept a liquidity pair containing a fake token...,1300000,ETH,https://rekt.news/the-big-combo/,PRO,PRO-5: Token Contract Manipulation,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [], ""vulnerability_source"": ""Economic Design Flaw""}",Blackhat,Funds Lost,,3,4,3,2.8
72,20210208_GrowthDefi_CR,2021-02-08,,By forcing the staker contract to accept a liquidity pair containing a fake token...,1300000,ETH,https://rekt.news/the-big-combo/,SC,SC-5: Missing Input Validation,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [], ""vulnerability_source"": ""Smart Contract Bug""}",Blackhat,Funds Lost,,3,4,3,2.8
72,20210208_GrowthDefi_CR,2021-02-08,,By forcing the staker contract to accept a liquidity pair containing a fake token...,1300000,ETH,https://twitter.com/r0bster97/status/1358858462579539968?s=20,PRO,PRO-5: Token Contract Manipulation,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [], ""vulnerability_source"": ""Economic Design Flaw""}",Blackhat,Funds Lost,,3,4,3,2.8
72,20210208_GrowthDefi_CR,2021-02-08,,By forcing the staker contract to accept a liquidity pair containing a fake token...,1300000,ETH,https://twitter.com/r0bster97/status/1358858462579539968?s=20,SC,SC-5: Missing Input Validation,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [], ""vulnerability_source"": ""Smart Contract Bug""}",Blackhat,Funds Lost,,3,4,3,2.8
73,20210625_xWinFinance_S,2021-06-25,2021-06-25 1:15:00,xWin Finance was exploited and the attacker gained about $270k...,270000,BSC,https://peckshield.medium.com/xwin-finance-incident-root-cause-analysis-71d0820e6bc1,PRO,PRO-2: Oracle Manipulation,"{""chain"": ""BNB Chain"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""PoS-DPoS"", ""audit_status"": ""Audited by CertiK"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Spot Price from DEX"", ""economic_exploit_vectors"": [""Flash Loan""], ""code_level_defenses"": [], ""vulnerability_source"": ""Economic Design Flaw""}",Blackhat,Funds Lost,0,2,4,4,2.2
73,20210625_xWinFinance_S,2021-06-25,2021-06-25 1:15:00,xWin Finance was exploited and the attacker gained about $270k...,270000,BSC,https://peckshield.medium.com/xwin-finance-incident-root-cause-analysis-71d0820e6bc1,SC,SC-3: Flawed Logic/Arithmetic,"{""chain"": ""BNB Chain"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""PoS-DPoS"", ""audit_status"": ""Audited by CertiK"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Spot Price from DEX"", ""economic_exploit_vectors"": [""Flash Loan""], ""code_level_defenses"": [], ""vulnerability_source"": ""Smart Contract Bug""}",Blackhat,Funds Lost,0,2,4,4,2.2
73,20210625_xWinFinance_S,2021-06-25,2021-06-25 1:15:00,xWin Finance was exploited and the attacker gained about $270k...,270000,BSC,https://xwin.medium.com/summary-of-the-misuse-of-flash-loan-against-xwin-protocol-a04f7719a0ee,PRO,PRO-2: Oracle Manipulation,"{""chain"": ""BNB Chain"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""PoS-DPoS"", ""audit_status"": ""Audited by CertiK"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Spot Price from DEX"", ""economic_exploit_vectors"": [""Flash Loan""], ""code_level_defenses"": [], ""vulnerability_source"": ""Economic Design Flaw""}",Blackhat,Funds Lost,0,2,4,4,2.2
73,20210625_xWinFinance_S,2021-06-25,2021-06-25 1:15:00,xWin Finance was exploited and the attacker gained about $270k...,270000,BSC,https://xwin.medium.com/summary-of-the-misuse-of-flash-loan-against-xwin-protocol-a04f7719a0ee,SC,SC-3: Flawed Logic/Arithmetic,"{""chain"": ""BNB Chain"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""PoS-DPoS"", ""audit_status"": ""Audited by CertiK"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Spot Price from DEX"", ""economic_exploit_vectors"": [""Flash Loan""], ""code_level_defenses"": [], ""vulnerability_source"": ""Smart Contract Bug""}",Blackhat,Funds Lost,0,2,4,4,2.2
74,20210219_F2Pool_S,2021-02-19,,"F2Pool was attacked by DDos, and some addresses experienced short-term failures...",0,,https://twitter.com/WuBlockchain/status/1362598663852154883,NET,NET-2: Transaction Spam/DoS,"{""chain"": ""Multiple"", ""platform_type"": ""null"", ""consensus_mechanism"": ""null"", ""audit_status"": ""Not Applicable"", ""key_management"": ""Not Applicable"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [], ""vulnerability_source"": ""Network Layer Attack""}",Unknown,Not Applicable,,1,4,1,2
75,20210507_ValueDeFi_SR,2021-05-07,,Incorrect weighted constant product invariant calculation...,11000000,BSC,https://rekt.news/value-rekt3/,SC,SC-3: Flawed Logic/Arithmetic,"{""chain"": ""BNB Chain"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""PoS-DPoS"", ""audit_status"": ""Audited by PeckShield"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [""Flash Loan""], ""code_level_defenses"": [], ""vulnerability_source"": ""Smart Contract Bug""}",Blackhat,Funds Lost,,4,3,3,2.9
76,20220323_RoninNetwork_SC,2022-03-23,2022-03-29 15:29:00,There has been a security breach on the Ronin Network...,625000000,ETH,https://roninblockchain.substack.com/p/community-alert-ronin-validators?s=w,AUX,AUX-1: Private Key Compromise,"{""chain"": ""Ronin"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Authority"", ""audit_status"": ""Audited by CertiK"", ""key_management"": ""5-of-9 Multisig (Compromised)"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [], ""vulnerability_source"": ""Private Key Compromise""}",Nation-State,Partial Recovery,6,5,2,5,2.8
76,20220323_RoninNetwork_SC,2022-03-23,2022-03-29 15:29:00,There has been a security breach on the Ronin Network...,625000000,ETH,https://www.coindesk.com/tech/2022/03/29/axie-infinitys-ronin-network-suffers-625m-exploit/,AUX,AUX-1: Private Key Compromise,"{""chain"": ""Ronin"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Authority"", ""audit_status"": ""Audited by CertiK"", ""key_management"": ""5-of-9 Multisig (Compromised)"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [], ""vulnerability_source"": ""Private Key Compromise""}",Nation-State,Partial Recovery,6,5,2,5,2.8
77,20220412_ElephantMoney_CRS,2022-04-12,2022-04-13 10:27:00,"Elephant Money, a stable coin platform that uses the TRUNK token became a victim of the flash loan attack...",22200000,BSC,https://medium.com/elephant-money/reserve-exploit-52fd36ccc7e8,PRO,PRO-2: Oracle Manipulation,"{""chain"": ""BNB Chain"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""PoS-DPoS"", ""audit_status"": ""Audited by CertiK"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Spot Price from DEX"", ""economic_exploit_vectors"": [""Flash Loan""], ""code_level_defenses"": [], ""vulnerability_source"": ""Economic Design Flaw""}",Blackhat,Funds Lost,1,4,4,4,3.2
